Policy_Number,Customer_ID,Vehicle_ID,Vehicle_Make,Policy_Start_Date,Policy_End_Date,Premium_Amount,Claim_Number,Payment_Date,Payment_Method,Coverage_Type,Agent_ID,Region_Name,Policy_Term,Deductible,Claim_Date,Claim_Amount,Claim_Status,Claim_Type
P83885311,CUST3758,V408112,BMW,8/18/2023,2/12/2024,1948,CLM8265,1/6/2024,Cash,Collision,AG103,Central,12 months,872,6/25/2024,3244,Pending,Fire
P16338068,CUST3759,V572224,Volkswagen,10/28/2022,3/1/2024,1023,CLM7259,2/23/2024,Cash,Third Party,AG104,Central,12 months,174,1/31/2024,4897,Pending,Flood
P84859046,CUST3760,V750202,Volkswagen,1/10/2023,10/26/2025,1263,CLM8544,7/25/2023,Credit Card,Comprehensive,AG101,Central,12 months,497,3/18/2023,5404,Approved,Flood
P30321225,CUST3761,V624559,Ford,11/4/2023,5/4/2024,1858,CLM5013,4/2/2023,Bank Transfer,Collision,AG101,Central,12 months,764,6/18/2024,6404,Denied,Accident
P11314458,CUST3762,V379498,BMW,7/15/2023,11/6/2025,1905,CLM3230,3/20/2024,Credit Card,Third Party,AG103,Central,12 months,959,6/5/2024,9822,Pending,Theft
P58320737,CUST3763,V931167,Honda,9/18/2022,3/15/2024,645,CLM4407,6/12/2024,Bank Transfer,Third Party,AG104,Central,12 months,730,4/18/2023,8056,Approved,Fire
P99854744,CUST3764,V188019,Hyundai,9/25/2022,5/25/2024,1638,CLM4173,4/23/2023,Credit Card,Third Party,AG102,Central,12 months,531,4/12/2023,2009,Pending,Theft
P28803479,CUST3765,V934399,Volkswagen,5/15/2023,12/2/2025,1526,CLM2059,12/5/2024,Bank Transfer,Collision,AG103,Central,12 months,623,3/9/2024,4869,Approved,Flood
P51226230,CUST3766,V591503,BMW,7/21/2022,5/16/2025,1827,CLM9695,6/12/2023,Cash,Collision,AG103,Central,12 months,698,1/2/2023,1307,Denied,Fire
P52589038,CUST3767,V537631,Mercedes,2/24/2022,6/28/2024,1072,CLM4177,11/18/2023,Bank Transfer,Third Party,AG100,Central,12 months,977,10/24/2023,8685,Denied,Accident
P65131609,CUST3768,V332827,Volkswagen,8/26/2023,5/28/2025,1496,CLM4290,1/29/2024,Cash,Collision,AG102,Central,12 months,379,6/16/2024,1018,Denied,Vandalism
P72277385,CUST3769,V527304,BMW,10/11/2023,1/6/2025,1839,CLM6348,9/14/2024,Credit Card,Third Party,AG101,Central,12 months,521,5/10/2024,6282,Pending,Theft
P57774706,CUST3770,V864556,Ford,7/29/2022,5/31/2025,891,CLM1776,12/30/2023,Cash,Third Party,AG104,Central,12 months,959,1/1/2023,9713,Approved,Flood
P28285389,CUST3771,V860425,Ford,12/11/2022,9/5/2024,734,CLM8654,3/7/2023,Credit Card,Comprehensive,AG103,Central,12 months,181,10/29/2023,5720,Approved,Flood
P77765813,CUST3772,V526480,BMW,9/26/2023,9/30/2024,1469,CLM3097,10/22/2024,Credit Card,Third Party,AG104,Central,12 months,312,11/15/2024,4017,Denied,Theft
P83592057,CUST3773,V805158,Nissan,10/6/2023,1/10/2024,1130,CLM7654,7/10/2023,Cash,Third Party,AG104,Central,12 months,959,7/27/2024,9465,Denied,Theft
P94376475,CUST3774,V751730,Kia,12/1/2023,12/4/2025,1585,CLM3053,9/13/2024,Credit Card,Collision,AG104,Central,12 months,625,12/8/2024,6856,Denied,Theft
P70700515,CUST3775,V866738,BMW,4/27/2023,3/28/2025,1863,CLM3029,11/26/2024,Cash,Collision,AG104,Central,12 months,493,9/25/2024,7171,Approved,Fire
P33292834,CUST3776,V330731,Volkswagen,6/1/2022,9/14/2024,1046,CLM9231,5/14/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,674,9/10/2024,5578,Pending,Flood
P63585815,CUST3777,V985493,Toyota,10/9/2023,1/31/2024,704,CLM5000,10/29/2023,Credit Card,Third Party,AG101,Central,12 months,417,10/28/2024,3920,Denied,Flood
P20136638,CUST3778,V528986,Honda,6/19/2022,6/18/2024,670,CLM4389,11/2/2023,Cash,Comprehensive,AG103,Central,12 months,361,3/11/2023,7139,Pending,Theft
P76812187,CUST3779,V353461,Chevrolet,10/24/2022,12/26/2024,1671,CLM4758,12/30/2023,Cash,Third Party,AG104,Central,12 months,959,1/15/2024,9713,Approved,Theft
P41795832,CUST3780,V724232,Nissan,11/2/2023,11/9/2024,1268,CLM7871,10/2/2024,Cash,Comprehensive,AG104,Central,12 months,192,5/15/2024,6811,Pending,Vandalism
P41576325,CUST3781,V450699,Kia,10/6/2023,12/31/2025,548,CLM9022,4/11/2023,Cash,Collision,AG103,Central,12 months,741,12/20/2024,5262,Approved,Theft
P33482770,CUST3782,V560968,Mercedes,12/28/2023,8/7/2025,848,CLM2065,9/27/2023,Cash,Third Party,AG103,Central,12 months,997,6/3/2024,5886,Approved,Fire
P82485715,CUST3783,V320934,Chevrolet,10/31/2022,4/23/2025,1640,CLM2481,11/7/2024,Credit Card,Collision,AG104,Central,12 months,195,8/24/2023,5679,Denied,Theft
P47573457,CUST3784,V909352,Kia,5/20/2022,12/10/2024,1548,CLM7645,5/6/2023,Bank Transfer,Third Party,AG103,Central,12 months,744,10/21/2023,1699,Denied,Flood
P15887801,CUST3785,V736131,Toyota,4/7/2023,12/30/2024,806,CLM8273,6/3/2023,Credit Card,Comprehensive,AG105,Central,12 months,899,10/1/2023,7674,Denied,Flood
P21447597,CUST3786,V381402,Ford,4/14/2022,8/21/2025,814,CLM1454,2/5/2024,Credit Card,Comprehensive,AG104,Central,12 months,195,9/21/2024,2232,Denied,Flood
P29104737,CUST3787,V187896,Volkswagen,5/4/2022,12/11/2025,925,CLM1849,7/10/2023,Bank Transfer,Collision,AG102,Central,12 months,583,6/12/2024,3712,Approved,Vandalism
P25444723,CUST3788,V234861,Honda,2/9/2023,6/17/2024,1708,CLM1039,10/29/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,391,6/11/2023,1565,Approved,Fire
P71549657,CUST3789,V301758,BMW,12/24/2023,2/22/2024,1225,CLM9245,8/3/2023,Credit Card,Third Party,AG103,Central,12 months,252,1/27/2024,2068,Denied,Fire
P70914071,CUST3790,V884221,Nissan,3/1/2022,9/23/2025,1104,CLM2835,6/2/2024,Credit Card,Third Party,AG103,Central,12 months,651,6/24/2024,4253,Approved,Fire
P61289571,CUST3791,V700047,BMW,11/7/2022,5/28/2025,1196,CLM9709,12/10/2023,Cash,Comprehensive,AG102,Central,12 months,430,2/2/2023,1299,Denied,Theft
P12211875,CUST3792,V515814,Chevrolet,1/7/2023,8/16/2025,1668,CLM5945,10/8/2023,Credit Card,Collision,AG103,Central,12 months,709,11/13/2024,9081,Pending,Fire
P72658837,CUST3793,V394726,Chevrolet,12/18/2022,6/16/2024,1672,CLM7798,5/17/2023,Cash,Third Party,AG103,Central,12 months,788,6/24/2024,2774,Approved,Flood
P76199595,CUST3794,V588381,BMW,1/28/2023,3/9/2025,1237,CLM4936,4/8/2023,Bank Transfer,Collision,AG104,Central,12 months,177,10/8/2024,3607,Denied,Vandalism
P24428384,CUST3795,V474864,Kia,9/22/2023,11/24/2024,907,CLM1767,7/31/2024,Bank Transfer,Third Party,AG101,Central,12 months,546,7/22/2023,6634,Pending,Vandalism
P58396221,CUST3796,V844164,Hyundai,3/17/2023,10/14/2025,1166,CLM7991,6/21/2023,Bank Transfer,Collision,AG105,Central,12 months,314,8/18/2024,7074,Denied,Theft
P20139954,CUST3797,V762229,Ford,11/11/2022,11/9/2025,1752,CLM5736,6/9/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,491,5/9/2023,2838,Pending,Accident
P13385422,CUST3798,V663771,Hyundai,12/24/2022,5/26/2024,1595,CLM5762,7/24/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,459,12/30/2024,8347,Approved,Vandalism
P48627188,CUST3799,V343067,Honda,4/13/2022,6/13/2025,903,CLM1557,6/27/2024,Credit Card,Collision,AG103,Central,12 months,262,4/25/2024,7269,Denied,Fire
P55650095,CUST3800,V832610,Ford,9/6/2022,2/8/2025,1895,CLM1965,1/24/2023,Cash,Third Party,AG103,Central,12 months,886,1/4/2024,7948,Approved,Theft
P27748669,CUST3801,V125098,Ford,6/18/2023,9/30/2025,1914,CLM7638,12/9/2023,Credit Card,Collision,AG102,Central,12 months,659,10/22/2024,2838,Pending,Theft
P13660848,CUST3802,V898920,Toyota,5/9/2023,9/30/2025,1108,CLM2624,9/2/2023,Credit Card,Collision,AG103,Central,12 months,221,12/6/2024,3572,Denied,Fire
P17057661,CUST3803,V851271,Mercedes,7/9/2023,4/14/2025,1093,CLM8093,4/19/2024,Bank Transfer,Comprehensive,AG108,Central,12 months,213,3/29/2024,4267,Denied,Vandalism
P81755351,CUST3804,V337119,BMW,8/22/2022,8/13/2024,1978,CLM9338,10/21/2024,Cash,Third Party,AG100,Central,12 months,906,4/10/2023,7240,Pending,Flood
P17635769,CUST3805,V900405,Toyota,1/4/2023,7/22/2025,1604,CLM5859,3/22/2024,Credit Card,Third Party,AG101,Central,12 months,183,12/28/2023,6897,Denied,Fire
P51539477,CUST3806,V240273,Ford,2/7/2023,6/14/2024,1387,CLM2311,11/30/2024,Bank Transfer,Collision,AG104,Central,12 months,891,11/20/2024,8140,Approved,Vandalism
P10066872,CUST3807,V878585,Honda,1/23/2022,6/22/2025,1573,CLM3181,9/20/2024,Cash,Third Party,AG100,Central,12 months,984,2/16/2023,6713,Approved,Theft
P21306578,CUST3808,V132753,Ford,10/6/2022,5/26/2025,965,CLM4485,1/5/2024,Cash,Collision,AG103,Central,12 months,606,6/12/2023,2213,Pending,Flood
P92761865,CUST3809,V173053,Hyundai,10/6/2023,11/6/2025,1414,CLM9429,5/17/2023,Credit Card,Comprehensive,AG100,Central,12 months,209,6/20/2024,4647,Approved,Accident
P78999186,CUST3810,V662022,Nissan,11/1/2022,7/4/2024,832,CLM1692,5/12/2023,Credit Card,Comprehensive,AG101,Central,12 months,127,3/13/2024,7173,Pending,Fire
P95687685,CUST3811,V520408,Mercedes,9/27/2023,5/31/2024,973,CLM5021,4/11/2024,Credit Card,Third Party,AG100,Central,12 months,528,1/20/2023,4977,Approved,Flood
P52611349,CUST3812,V668888,Kia,11/30/2022,3/9/2024,825,CLM3005,7/22/2023,Credit Card,Comprehensive,AG101,Central,12 months,245,8/23/2024,3497,Denied,Fire
P94683664,CUST3813,V797439,Nissan,7/9/2022,10/19/2024,1125,CLM4131,4/12/2023,Bank Transfer,Third Party,AG106,Central,12 months,661,6/4/2024,1910,Approved,Vandalism
P66982307,CUST3814,V908114,Ford,12/29/2022,12/5/2025,1489,CLM8925,12/14/2023,Bank Transfer,Third Party,AG103,Central,12 months,545,6/23/2024,7577,Pending,Theft
P29569937,CUST3815,V556117,Volkswagen,5/3/2023,5/14/2024,1007,CLM8358,11/3/2024,Credit Card,Collision,AG104,Central,12 months,253,5/9/2023,3085,Approved,Accident
P14066297,CUST3816,V112374,Kia,5/8/2022,6/7/2024,794,CLM3371,9/8/2023,Credit Card,Third Party,AG103,Central,12 months,402,5/13/2024,6123,Approved,Fire
P41897492,CUST3817,V705380,Kia,9/2/2023,2/7/2025,983,CLM5569,7/16/2024,Bank Transfer,Collision,AG101,Central,12 months,882,11/28/2023,6021,Approved,Theft
P78296680,CUST3818,V557584,Chevrolet,4/20/2022,9/1/2025,1692,CLM8945,4/9/2023,Cash,Collision,AG103,Central,12 months,636,12/11/2024,1855,Denied,Flood
P85752355,CUST3819,V501486,Honda,12/3/2023,2/10/2024,1713,CLM1714,2/26/2023,Cash,Collision,AG104,Central,12 months,221,7/10/2023,8172,Pending,Vandalism
P23175167,CUST3820,V746813,Mercedes,11/28/2023,9/24/2025,999,CLM2043,5/17/2024,Credit Card,Comprehensive,AG100,Central,12 months,831,8/16/2023,3456,Pending,Vandalism
P38324924,CUST3821,V347965,Ford,6/6/2022,10/17/2024,1363,CLM5689,8/9/2024,Bank Transfer,Comprehensive,AG108,Central,12 months,322,6/8/2023,3974,Pending,Vandalism
P27723657,CUST3822,V959217,Honda,6/25/2023,10/21/2024,500,CLM2717,11/17/2024,Bank Transfer,Third Party,AG101,Central,12 months,287,2/7/2023,5867,Pending,Vandalism
P64543202,CUST3823,V393450,Toyota,11/27/2023,6/30/2024,864,CLM6468,10/24/2023,Cash,Collision,AG101,Central,12 months,619,7/28/2024,6095,Denied,Theft
P28092500,CUST3824,V653590,Nissan,1/6/2022,5/28/2025,1108,CLM9381,9/25/2023,Cash,Collision,AG103,Central,12 months,288,4/22/2023,5643,Pending,Vandalism
P98167243,CUST3825,V633266,BMW,6/12/2023,8/19/2025,1707,CLM9071,8/9/2024,Credit Card,Comprehensive,AG101,Central,12 months,306,8/21/2024,9597,Denied,Fire
P31990328,CUST3826,V264165,Honda,2/25/2022,8/5/2024,1829,CLM8655,3/24/2023,Bank Transfer,Third Party,AG105,Central,12 months,800,3/4/2024,6330,Approved,Fire
P14210082,CUST3827,V976338,Volkswagen,5/10/2023,3/26/2024,859,CLM2921,10/26/2023,Cash,Collision,AG101,Central,12 months,930,6/11/2023,7893,Denied,Theft
P81452013,CUST3828,V449665,Honda,1/30/2023,3/14/2025,1304,CLM3983,3/13/2024,Bank Transfer,Collision,AG103,Central,12 months,133,12/24/2023,6323,Approved,Accident
P40531512,CUST3829,V955270,BMW,1/31/2022,8/9/2024,1974,CLM9285,6/22/2023,Bank Transfer,Third Party,AG103,Central,12 months,974,6/23/2024,6656,Approved,Flood
P69685250,CUST3830,V493191,Nissan,5/2/2022,5/27/2025,914,CLM5923,1/21/2023,Credit Card,Third Party,AG103,Central,12 months,182,3/22/2023,3668,Pending,Vandalism
P91252832,CUST3831,V295152,BMW,6/9/2023,10/19/2025,1937,CLM5782,9/1/2023,Cash,Collision,AG103,Central,12 months,436,12/30/2024,6186,Pending,Flood
P37032434,CUST3832,V352147,Kia,9/21/2022,5/4/2025,1378,CLM7122,3/12/2024,Cash,Collision,AG105,Central,12 months,276,8/21/2023,6986,Pending,Vandalism
P30307677,CUST3833,V946578,Chevrolet,5/7/2023,7/9/2024,889,CLM3077,12/21/2023,Cash,Collision,AG100,Central,12 months,637,6/9/2023,7873,Approved,Fire
P34189338,CUST3834,V777918,BMW,8/20/2022,10/18/2024,1362,CLM1408,8/24/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,431,4/15/2024,8557,Approved,Theft
P29582508,CUST3835,V873597,Toyota,7/28/2022,11/3/2024,1485,CLM3126,3/25/2023,Bank Transfer,Third Party,AG103,Central,12 months,968,5/12/2024,8915,Denied,Accident
P76668791,CUST3836,V323100,Hyundai,2/6/2022,8/28/2025,862,CLM7439,6/9/2024,Credit Card,Collision,AG101,Central,12 months,146,1/5/2023,6883,Pending,Accident
P62326200,CUST3837,V232225,Volkswagen,8/5/2023,11/10/2025,608,CLM5221,2/4/2023,Credit Card,Third Party,AG108,Central,12 months,798,11/6/2024,5821,Approved,Vandalism
P35920135,CUST3838,V711591,Hyundai,10/25/2022,12/13/2025,1722,CLM7712,12/28/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,185,2/2/2024,6786,Approved,Vandalism
P40500554,CUST3839,V893385,Honda,11/2/2022,11/5/2024,596,CLM1494,7/25/2024,Credit Card,Comprehensive,AG101,Central,12 months,160,6/10/2023,6816,Approved,Theft
P13922475,CUST3840,V440119,Ford,3/25/2023,7/1/2024,1400,CLM9392,5/25/2024,Cash,Third Party,AG101,Central,12 months,566,9/18/2023,6707,Approved,Theft
P55669734,CUST3841,V409726,BMW,1/24/2022,11/29/2024,580,CLM9776,7/25/2024,Cash,Third Party,AG101,Central,12 months,790,4/23/2023,2894,Denied,Fire
P91028955,CUST3842,V953429,Mercedes,3/10/2023,10/18/2024,1666,CLM7874,12/4/2023,Cash,Third Party,AG103,Central,12 months,588,4/11/2024,1074,Approved,Flood
P63202551,CUST3843,V293354,BMW,9/24/2022,7/1/2025,1900,CLM6908,7/8/2023,Cash,Third Party,AG101,Central,12 months,221,6/5/2023,8139,Denied,Vandalism
P55212176,CUST3844,V284819,Hyundai,4/23/2023,1/25/2025,799,CLM8193,11/27/2024,Credit Card,Comprehensive,AG103,Central,12 months,165,7/27/2024,7392,Approved,Theft
P42624508,CUST3845,V568534,Mercedes,9/24/2022,2/11/2024,1315,CLM8552,1/29/2024,Cash,Collision,AG100,Central,12 months,756,1/31/2024,4380,Denied,Fire
P91227399,CUST3846,V534504,Mercedes,5/31/2023,12/22/2025,522,CLM3827,9/12/2023,Credit Card,Collision,AG104,Central,12 months,885,9/18/2023,3087,Pending,Vandalism
P77238585,CUST3847,V876147,BMW,10/16/2023,7/3/2025,1843,CLM9494,3/19/2023,Cash,Comprehensive,AG105,Central,12 months,849,7/14/2024,9210,Denied,Theft
P78598316,CUST3848,V519445,Volkswagen,3/30/2022,10/29/2025,1694,CLM9871,2/25/2023,Cash,Collision,AG103,Central,12 months,375,3/26/2024,2269,Denied,Accident
P71017483,CUST3849,V719389,Ford,3/7/2023,2/12/2024,832,CLM3319,1/19/2023,Credit Card,Third Party,AG103,Central,12 months,212,9/7/2023,5456,Pending,Theft
P81241658,CUST3850,V715813,BMW,10/8/2022,10/20/2025,1558,CLM1400,10/26/2023,Credit Card,Third Party,AG104,Central,12 months,413,12/30/2024,3846,Pending,Theft
P28017026,CUST3851,V486975,Mercedes,1/14/2023,2/23/2025,1105,CLM9919,3/17/2024,Cash,Comprehensive,AG103,Central,12 months,228,12/28/2024,1810,Denied,Fire
P89422892,CUST3852,V578644,Mercedes,9/18/2022,3/15/2024,1445,CLM6854,5/31/2023,Credit Card,Comprehensive,AG101,Central,12 months,265,10/7/2024,9493,Denied,Fire
P64542809,CUST3853,V874987,Chevrolet,11/20/2022,10/14/2025,717,CLM3350,11/14/2023,Cash,Collision,AG102,Central,12 months,673,7/30/2023,2358,Pending,Fire
P85545583,CUST3854,V878786,Volkswagen,9/22/2022,2/24/2024,1717,CLM1374,2/20/2024,Cash,Comprehensive,AG108,Central,12 months,465,1/22/2023,7755,Pending,Flood
P21340182,CUST3855,V233824,BMW,4/23/2022,12/29/2024,1893,CLM5763,4/22/2023,Cash,Third Party,AG104,Central,12 months,664,6/26/2023,8039,Pending,Flood
P82151117,CUST3856,V405194,Mercedes,5/8/2022,6/3/2025,1800,CLM3065,11/24/2023,Cash,Third Party,AG100,Central,12 months,243,1/30/2023,8878,Pending,Accident
P28858183,CUST3857,V931463,Ford,11/8/2022,9/7/2025,1124,CLM2425,4/17/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,719,12/17/2023,3989,Pending,Theft
P25062117,CUST3858,V567375,BMW,5/26/2023,11/24/2024,507,CLM3991,7/23/2023,Credit Card,Third Party,AG101,Central,12 months,313,7/8/2024,1027,Pending,Accident
P12677529,CUST3859,V425676,Nissan,8/27/2022,10/26/2025,1779,CLM3272,9/6/2023,Cash,Comprehensive,AG103,Central,12 months,330,3/22/2023,1522,Denied,Vandalism
P54477616,CUST3860,V921183,BMW,2/21/2023,10/2/2024,1808,CLM6651,3/5/2024,Bank Transfer,Third Party,AG101,Central,12 months,952,9/11/2024,2695,Pending,Fire
P32575028,CUST3861,V809118,BMW,5/10/2023,2/23/2025,722,CLM3621,12/20/2023,Bank Transfer,Comprehensive,AG104,Central,12 months,248,3/15/2024,2857,Approved,Accident
P53448808,CUST3862,V450060,BMW,12/25/2022,9/4/2024,1968,CLM7777,8/21/2023,Cash,Third Party,AG103,Central,12 months,934,9/20/2023,7206,Pending,Flood
P67456923,CUST3863,V391600,Ford,12/31/2022,5/30/2025,1919,CLM8448,8/23/2023,Cash,Comprehensive,AG103,Central,12 months,205,7/17/2024,5655,Denied,Accident
P91636339,CUST3864,V827557,Toyota,10/28/2022,5/9/2025,1037,CLM1287,3/14/2024,Credit Card,Third Party,AG103,Central,12 months,642,11/9/2024,8574,Denied,Vandalism
P22873809,CUST3865,V258550,Volkswagen,7/18/2023,9/25/2025,1309,CLM5773,12/13/2023,Cash,Collision,AG100,Central,12 months,795,4/25/2024,4420,Approved,Theft
P79555978,CUST3866,V911921,Nissan,6/9/2022,1/30/2025,685,CLM8124,11/26/2023,Bank Transfer,Collision,AG103,Central,12 months,805,12/1/2023,2413,Pending,Vandalism
P94808708,CUST3867,V517590,Chevrolet,12/5/2023,3/23/2024,677,CLM4308,12/2/2023,Cash,Collision,AG101,Central,12 months,657,2/18/2024,4315,Denied,Flood
P73740852,CUST3868,V586829,Chevrolet,3/31/2023,4/12/2024,1124,CLM9270,4/14/2023,Cash,Collision,AG104,Central,12 months,499,8/12/2024,3811,Denied,Accident
P26098927,CUST3869,V518564,Toyota,5/19/2022,11/24/2024,681,CLM6705,7/24/2024,Bank Transfer,Third Party,AG103,Central,12 months,790,5/3/2023,3278,Denied,Theft
P86913893,CUST3870,V737625,BMW,5/25/2022,3/8/2024,1934,CLM7946,9/2/2024,Credit Card,Collision,AG103,Central,12 months,109,6/13/2024,2954,Pending,Accident
P82752212,CUST3871,V153153,Ford,7/15/2023,3/21/2025,833,CLM4293,1/12/2023,Credit Card,Comprehensive,AG103,Central,12 months,609,5/26/2024,2485,Denied,Accident
P32825189,CUST3872,V708214,Volkswagen,4/3/2022,11/19/2025,865,CLM6074,2/15/2023,Credit Card,Collision,AG102,Central,12 months,560,5/22/2024,6185,Pending,Accident
P33260569,CUST3873,V827467,Nissan,9/4/2022,4/7/2025,625,CLM1122,4/11/2023,Credit Card,Comprehensive,AG102,Central,12 months,779,4/11/2023,7580,Pending,Accident
P26905706,CUST3874,V167906,Honda,7/30/2022,1/2/2024,1613,CLM9293,12/8/2024,Bank Transfer,Comprehensive,AG108,Central,12 months,508,7/2/2024,4395,Approved,Theft
P67230079,CUST3875,V407213,Volkswagen,6/24/2022,2/14/2025,1556,CLM8030,5/11/2024,Cash,Collision,AG104,Central,12 months,736,3/14/2023,2771,Denied,Flood
P26460322,CUST3876,V758402,Chevrolet,10/25/2022,3/18/2025,669,CLM9079,6/30/2023,Credit Card,Comprehensive,AG103,Central,12 months,448,3/3/2024,3130,Pending,Theft
P49433482,CUST3877,V384075,Kia,11/8/2023,9/4/2025,1722,CLM1275,4/9/2024,Credit Card,Comprehensive,AG101,Central,12 months,121,10/5/2023,8189,Denied,Flood
P82619391,CUST3878,V380663,Nissan,9/9/2023,10/19/2024,1673,CLM6298,6/15/2024,Credit Card,Comprehensive,AG106,Central,12 months,383,9/13/2023,1817,Pending,Flood
P41812449,CUST3879,V141331,Chevrolet,2/7/2023,5/2/2024,723,CLM3030,12/30/2023,Credit Card,Collision,AG103,Central,12 months,798,1/9/2023,9353,Approved,Fire
P11355279,CUST3880,V827662,Ford,12/31/2022,8/20/2024,1317,CLM1068,12/10/2024,Bank Transfer,Collision,AG101,Central,12 months,231,4/29/2023,7351,Denied,Vandalism
P41293849,CUST3881,V740509,Chevrolet,1/26/2023,1/29/2024,775,CLM4302,1/20/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,407,8/19/2024,8902,Approved,Vandalism
P34807969,CUST3882,V797377,Ford,7/27/2022,3/22/2024,1538,CLM2982,8/8/2024,Credit Card,Comprehensive,AG103,Central,12 months,315,7/1/2023,6716,Approved,Flood
P64603176,CUST3883,V807090,Volkswagen,11/8/2022,11/13/2025,955,CLM2634,10/16/2024,Bank Transfer,Third Party,AG103,Central,12 months,959,10/13/2023,9455,Pending,Flood
P34019135,CUST3884,V810151,Kia,7/30/2022,7/13/2025,831,CLM7123,5/18/2024,Credit Card,Comprehensive,AG101,Central,12 months,496,8/4/2023,1106,Pending,Fire
P27504742,CUST3885,V185519,Toyota,1/20/2023,7/1/2024,1693,CLM2722,4/14/2023,Credit Card,Third Party,AG100,Central,12 months,423,12/10/2024,5152,Pending,Theft
P63399226,CUST3886,V292584,Toyota,6/25/2022,1/28/2024,956,CLM8836,4/16/2024,Cash,Collision,AG101,Central,12 months,850,12/18/2023,7742,Approved,Theft
P74219977,CUST3887,V192774,BMW,6/2/2022,4/6/2025,1973,CLM9890,8/1/2023,Cash,Third Party,AG103,Central,12 months,580,6/14/2024,3445,Denied,Flood
P25453780,CUST3888,V454825,Volkswagen,11/15/2023,1/21/2025,1603,CLM1949,6/7/2023,Credit Card,Collision,AG103,Central,12 months,226,6/15/2023,8726,Approved,Theft
P87556619,CUST3889,V467893,Kia,12/18/2023,12/24/2024,540,CLM8769,7/31/2024,Bank Transfer,Third Party,AG100,Central,12 months,959,10/8/2024,9443,Denied,Theft
P78409342,CUST3890,V575164,Toyota,9/14/2023,1/10/2025,578,CLM6871,5/21/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,785,7/28/2023,4062,Pending,Theft
P22360347,CUST3891,V873431,Kia,10/11/2022,1/21/2024,1403,CLM3094,5/8/2023,Cash,Collision,AG104,Central,12 months,108,12/20/2023,7987,Approved,Accident
P60618422,CUST3892,V265402,Mercedes,6/30/2023,6/4/2024,833,CLM9945,1/2/2024,Bank Transfer,Collision,AG104,Central,12 months,565,1/17/2023,4132,Denied,Theft
P80471124,CUST3893,V641775,Honda,10/10/2023,7/20/2024,1176,CLM7016,10/25/2023,Cash,Collision,AG104,Central,12 months,433,11/7/2023,4994,Pending,Flood
P22386029,CUST3894,V486445,Toyota,5/7/2022,2/23/2025,922,CLM1842,9/10/2023,Bank Transfer,Collision,AG103,Central,12 months,411,6/11/2023,6123,Pending,Accident
